price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,lat,long
589000,4,1,2210,4366,2,0,0,3,8,2210,0,1901,47.6105,-122.309
305000,3,1.75,1400,10350,1,0,0,4,7,1400,0,1976,47.479,-122.132
600000,4,2.25,2760,5200,2,0,0,3,7,1790,970,1910,47.589,-122.313
587000,4,2.5,2550,6256,2,0,0,3,9,2550,0,1992,47.7742,-122.166
1.43E+06,2,2.5,2220,4000,2,0,0,3,9,2220,0,2000,47.6364,-122.28
250000,4,1,1320,11212,1,0,0,5,6,1320,0,1914,47.3098,-122.209
515000,3,3,2440,3202,2,0,0,4,8,1640,800,1982,47.7152,-122.342
833000,4,2.75,3780,10308,2,0,0,3,10,3780,0,1999,47.589,-121.983
860000,3,3.25,4720,32467,2,0,2,3,10,3190,1530,1998,47.508,-122.113
550000,4,3,2360,6678,1,0,0,3,8,1760,600,1949,47.6919,-122.313
180000,2,1,890,6000,1,0,0,2,6,890,0,1919,47.4976,-122.225
507000,4,1.75,1770,9375,1,0,0,4,7,1170,600,1968,47.6935,-122.112
427000,3,2,1720,128066,1,0,0,3,7,1720,0,1994,47.4487,-121.981
616950,3,3.5,2490,2722,2,0,0,3,8,2020,470,1999,47.5893,-122.165
372000,4,1.75,1890,10550,1,0,0,5,7,1010,880,1969,47.5147,-122.193
290000,2,1,1020,6380,1,0,0,3,7,1020,0,1930,47.6971,-122.317
329990,4,2.75,2420,8438,2,0,0,3,8,2420,0,1997,47.2089,-122.011
393500,3,1.75,1600,8156,1,0,0,5,7,1600,0,1948,47.7397,-122.3
1.55E+06,5,3.25,3370,17458,1,0,2,5,10,2000,1370,1982,47.5591,-122.229
240000,4,2.25,1720,8300,1,0,0,4,8,1720,0,1973,47.3192,-122.385
285000,3,1,1090,8640,1,0,0,4,6,1090,0,1973,47.459,-122.355
382500,3,1.5,1090,9862,1,0,0,3,8,1090,0,1987,47.6256,-122.036
1.93E+06,4,3.75,3600,16101,1,0,0,3,9,3600,0,1951,47.6308,-122.287
800000,3,2.5,2760,9471,1,0,2,3,8,1760,1000,1956,47.676,-122.272
550000,4,3.5,2770,24140,2,0,0,3,8,2770,0,1967,47.6585,-122.186
387846,4,1.75,2520,15205,1,0,0,4,7,2040,480,1954,47.7642,-122.264
367500,4,2,1960,16015,1,0,0,3,7,1960,0,1980,47.33,-122.22
780500,5,1,1760,4264,2,0,0,3,8,1760,0,1902,47.6246,-122.312
680000,3,1.75,1090,6775,1,0,0,4,7,850,240,1950,47.6934,-122.321
434400,5,1.75,1960,7875,1,0,0,4,7,1960,0,1968,47.7256,-122.18
370000,2,1,1220,17172,1,0,0,4,6,1220,0,1947,47.6934,-122.163
465000,3,1.75,1730,8073,1,0,0,3,8,1350,380,1971,47.7694,-122.367
323000,3,2,1830,6925,1,0,0,4,8,1830,0,1979,47.4445,-122.123
270000,4,2.5,1600,9921,2,0,0,3,7,1600,0,2009,47.3678,-122.124
1.32E+06,3,1.75,2040,42693,1,0,2,3,10,2040,0,1980,47.6479,-122.12
560000,4,2.5,2710,6583,2,0,0,3,9,2710,0,2003,47.4922,-122.141
450000,3,1,1140,4500,1,0,0,3,6,840,300,1907,47.5897,-122.314
290000,2,1,930,7740,1,0,0,3,6,930,0,1924,47.7091,-122.292
354000,3,2,1010,21340,1,0,0,3,8,1010,0,1980,47.6223,-122.043
705000,5,3,2380,5000,2,0,0,5,7,2380,0,1909,47.6722,-122.389
445000,3,2.25,1860,7200,1,0,0,4,7,1240,620,1977,47.7332,-122.192
229900,3,1,1440,11925,1,0,0,3,7,1440,0,1968,47.2738,-122.3
610000,4,2.5,2980,5896,2,0,0,3,8,2980,0,2001,47.6872,-122.036
535000,3,3.25,2670,5108,2,0,2,3,9,2670,0,2000,47.5342,-121.866
437400,3,1.75,2150,8925,1,0,0,4,7,2150,0,1960,47.6253,-122.119
540000,5,2.75,3160,10059,2,0,0,3,10,1740,1420,1978,47.7477,-122.217
570000,3,2,1890,29185,1,0,0,3,7,1470,420,1949,47.5621,-122.168
533000,3,2.5,2810,4607,2,0,0,3,8,2810,0,2004,47.7735,-122.227
555000,3,2.5,2690,4819,2,0,0,3,7,2690,0,2004,47.5302,-121.849
239950,3,1.75,1230,9600,1,0,0,4,7,1230,0,1984,47.3675,-122.095
350000,3,1,950,9451,1,0,0,4,7,950,0,1977,47.7308,-122.19
245000,2,1,1200,4880,1,0,0,3,6,980,220,1943,47.5276,-122.346
456000,4,1.75,1670,9886,1,0,0,5,7,1670,0,1947,47.7249,-122.287
465000,4,2.25,2140,7701,1,0,0,4,7,1470,670,1977,47.7213,-122.171
445000,2,1.75,1440,4660,1,0,2,3,8,1440,0,2008,47.7092,-122.015
517850,5,2.75,3050,7500,1,0,0,4,8,1800,1250,1966,47.7249,-122.187
329000,5,2.75,2570,7260,2,0,0,3,8,2570,0,1996,47.2622,-122.212
512500,3,2.5,1840,2875,2,0,0,4,7,1840,0,1997,47.562,-122.393
365000,2,1,1250,8100,1,0,0,4,7,1250,0,1947,47.7294,-122.329
450500,3,1,1410,9384,1,0,0,3,7,1410,0,1948,47.7161,-122.33
915000,3,1,1560,8232,1,0,0,3,7,1560,0,1952,47.623,-122.205
205000,3,1,960,7314,1,0,0,5,6,960,0,1960,47.2891,-122.221
314000,4,2.5,1870,8449,2,0,0,3,8,1870,0,1992,47.4435,-122.274
496000,2,1,900,9260,1,0,0,3,7,900,0,1946,47.6695,-122.36
329950,4,1,2050,7590,1,0,0,3,7,1280,770,1957,47.4916,-122.224
375000,4,2,2400,6000,2,0,0,3,6,2400,0,1913,47.7607,-122.209
623000,3,2.5,1850,7777,2,0,0,5,8,1850,0,1989,47.6908,-122.169
310000,4,1.5,1220,9600,1,0,0,3,6,1220,0,1980,47.6462,-121.909
532500,3,3.25,3140,37120,1,0,0,3,9,1760,1380,1984,47.5244,-121.842
960000,4,2.25,2410,4560,2,0,2,5,9,1800,610,1929,47.6796,-122.402
598000,4,2.5,3130,40918,2,0,0,3,9,3130,0,1994,47.4761,-121.723
683000,3,2.5,2300,9218,2,0,2,3,9,2300,0,1998,47.5504,-122.077
425000,5,2.5,2840,9425,1,0,0,4,7,1590,1250,1962,47.7609,-122.297
533000,5,2.75,1800,3780,1.5,0,0,3,7,1400,400,1926,47.6831,-122.343
375000,3,1,1190,9486,1,0,0,4,7,1190,0,1953,47.4319,-122.339
250500,3,2,1710,7225,2,0,0,4,7,1710,0,1988,47.2917,-122.373
257000,4,1.75,1900,22896,1.5,0,0,3,7,1360,540,1922,47.3102,-122.023
218000,3,1,880,18205,1,0,0,4,6,880,0,1945,47.5013,-122.244
460000,3,2,2060,4437,1,0,0,3,7,1030,1030,1929,47.5705,-122.376
255544,3,1,1360,6186,1.5,0,0,4,6,760,600,1941,47.7503,-122.334
560000,2,2,1680,4647,1,0,0,3,8,1680,0,2008,47.7088,-122.015
480000,4,2.5,2980,4074,2,0,0,3,8,2980,0,2011,47.734,-121.965
1.30E+06,5,1.75,2130,19180,1,0,0,3,8,1500,630,1968,47.638,-122.213
580000,3,2.75,2650,9752,1,0,0,3,9,2650,0,1989,47.768,-122.259
475000,3,2.5,1700,9100,1,0,0,3,8,1160,540,1998,47.5369,-122.378
1.31E+06,4,2.5,2680,12215,1,1,4,3,9,1590,1090,1956,47.4396,-122.353
700000,3,2.5,2530,623779,1,0,0,4,8,2530,0,1980,47.4188,-121.949
590000,3,2.5,2520,10223,2,0,0,3,10,2520,0,1988,47.631,-122.042
264500,3,2.5,1630,8346,1,0,0,3,8,1630,0,1990,47.2622,-122.219
465000,2,1,730,2600,1,0,0,4,6,730,0,1918,47.6751,-122.379
290000,3,1,910,7620,1,0,2,3,7,910,0,1971,47.5278,-122.343
1.82E+06,4,4.5,4510,12873,2,0,2,3,12,4510,0,1998,47.6491,-122.201
416000,3,1,1110,12150,1,0,0,4,7,1110,0,1957,47.6034,-122.122
360000,4,2,1450,8940,1,0,0,3,7,1450,0,1962,47.7304,-122.24
585083,5,2.75,2910,36250,1,0,0,3,8,1590,1320,1977,47.5916,-122.076
840000,4,2.75,2600,2750,1.5,0,0,3,7,1620,980,1936,47.6413,-122.357
81000,2,1,730,9975,1,0,0,1,5,730,0,1943,47.4808,-122.315
1.29E+06,3,2.25,2440,9200,1,0,1,4,8,2440,0,1950,47.6629,-122.269
326000,4,1.75,2290,7380,1,0,0,3,7,1390,900,1963,47.5034,-122.245
447000,2,1,720,7500,1,0,2,3,6,720,0,1925,47.5185,-122.392
185000,3,1,940,7125,1.5,0,0,4,7,940,0,1958,47.3756,-122.297
439950,3,2.5,1540,7773,2,0,0,4,8,1540,0,1982,47.722,-122.194
234000,3,1.5,1140,10300,1.5,0,0,4,6,1140,0,1967,47.4452,-121.77
485000,4,2.5,2100,8886,2,0,0,4,7,2100,0,1964,47.5947,-122.134
750000,4,1.75,2670,6250,2,0,0,4,8,2020,650,1941,47.6499,-122.391
865000,4,2,2750,5527,2,0,0,3,8,2130,620,1901,47.6513,-122.368
287500,4,2.5,2570,9000,1,0,0,4,8,1590,980,1979,47.2986,-122.372
375000,3,1.75,1660,9673,1,0,0,3,7,1130,530,1976,47.7628,-122.162
565000,3,2.25,1700,8800,1,0,0,5,7,850,850,1969,47.6863,-122.189
260000,4,3,1530,8306,2,0,0,3,7,1530,0,2010,47.3528,-122.146
190000,3,1,1260,10900,1,0,0,4,6,1260,0,1943,47.491,-122.188
399950,5,2,2760,6420,1,0,0,5,7,1380,1380,1964,47.5396,-122.276
275000,3,2.5,1830,7062,2,0,0,3,7,1830,0,1990,47.2895,-122.352
528000,3,2.75,2160,4086,1,0,0,3,7,1380,780,1987,47.5352,-122.38
315000,3,2,1770,9685,1,0,0,3,5,1770,0,1948,47.4753,-122.342
614306,2,2.25,2210,5500,1,0,0,4,8,1410,800,1968,47.697,-122.39
1.49E+06,3,3.5,4560,14608,2,0,2,3,12,4560,0,1990,47.6995,-122.228
590000,3,2.5,2110,3870,2,0,0,3,9,2110,0,2004,47.5513,-121.994
261500,3,1,1130,3600,1,0,0,3,6,1130,0,1908,47.5978,-122.299
300000,4,2.5,1960,9898,2,0,0,3,8,1960,0,2001,47.3834,-122.168
439000,3,2.25,2230,4551,1.5,0,2,5,8,1450,780,1928,47.5078,-122.236
277554,5,2.25,2350,13000,1,0,0,3,7,2350,0,1961,47.4939,-122.256
215000,3,2,1340,8505,1,0,0,3,6,1340,0,1931,47.4727,-122.297
1.20E+06,2,2.25,2160,17861,2,1,4,4,9,2160,0,1956,47.502,-122.385
420000,4,2,1700,6375,1,0,0,4,7,850,850,1950,47.6973,-122.295
485000,3,2.5,1650,3436,2,0,0,3,7,1650,0,2003,47.6819,-122.036
202500,3,2,1540,8316,1,0,0,5,6,1540,0,1954,47.323,-122.216
710000,5,3.25,3920,8572,2,0,0,3,9,3920,0,2007,47.5427,-121.887
535000,4,2.5,3250,6933,2,0,0,3,8,3250,0,2009,47.4956,-122.151
260000,4,1.75,1360,7700,1,0,0,4,7,1360,0,1966,47.4558,-122.177
254000,3,2,1480,7480,1,0,0,4,7,1480,0,1992,47.3542,-122.055
600000,4,2.5,2360,5226,2,0,0,3,8,2360,0,2001,47.712,-122.229
285000,3,2.5,1800,2516,2,0,0,3,7,1800,0,2001,47.5401,-122.293
800000,4,3.75,2540,20662,2,0,0,3,10,2540,0,1998,47.5882,-122.01
165000,3,1,1200,13100,1,0,0,3,6,1200,0,1943,47.475,-122.258
216500,2,1,710,6960,1,0,0,4,6,710,0,1943,47.4886,-122.246
387990,4,2.5,2640,5595,2,0,0,3,8,2640,0,2011,47.3551,-122.054
500000,4,2.5,3010,5040,2,0,0,3,8,3010,0,2006,47.709,-122.35
650000,4,2.5,2770,5612,2,0,0,3,7,2770,0,2001,47.686,-122.036
646000,4,2.5,2310,4079,2,0,0,3,8,2310,0,2008,47.6937,-122.361
323400,4,3,2060,9138,1,0,0,3,8,1430,630,1992,47.321,-122.185
300000,3,2.5,1880,4200,2,0,0,3,7,1880,0,2007,47.366,-122.017
712500,5,2,2280,5400,1.5,0,0,4,7,1340,940,1947,47.6674,-122.279
550000,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,1900,47.6109,-122.302
400000,3,1,1180,7537,1,0,0,3,7,1180,0,1969,47.7233,-122.221
255000,4,1.75,1650,7200,1,0,0,3,7,1100,550,1977,47.3944,-122.187
660000,3,1.75,2030,9032,2,0,2,4,7,2030,0,1963,47.586,-122.117
925000,4,2.25,2110,6375,1,0,2,4,8,1600,510,1941,47.6819,-122.272
534000,4,2.25,2130,7210,1,0,0,5,7,1330,800,1965,47.629,-122.117
215000,3,1,1690,7700,1,0,0,4,7,1690,0,1969,47.3444,-122.304
1.95E+06,3,2.5,2510,12779,1.5,0,4,3,10,2510,0,1968,47.6982,-122.231
1.40E+06,5,4.25,3530,7924,2,0,0,3,10,3530,0,2001,47.5894,-122.243
212000,3,1.75,1470,8350,1,0,0,3,7,1470,0,1990,47.2587,-122.253
265000,3,1.75,1840,7300,1,0,0,3,8,1840,0,1966,47.3122,-122.369
400000,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,1918,47.5586,-122.383
311500,4,2.5,1940,10133,2,0,0,3,8,1940,0,1992,47.3877,-122.171
2.33E+06,4,3.5,4420,20759,2,0,0,3,11,4420,0,2003,47.6354,-122.221
225000,2,1,800,6050,1,0,0,4,6,800,0,1944,47.5001,-122.242
1.25E+06,4,2.5,3700,21755,1,0,4,3,11,2620,1080,1988,47.5662,-122.108
380000,3,1,1400,8710,1,0,0,4,7,1400,0,1948,47.5066,-122.377
600000,4,2.5,2250,11370,2,0,0,3,8,2250,0,1991,47.7115,-122.239
600000,3,2.25,2230,9053,2,0,0,4,9,2230,0,1987,47.6594,-122.144
315000,3,2.5,1950,3000,2,0,0,3,7,1950,0,2001,47.4938,-122.337
847000,5,1,2550,4623,2.5,0,0,4,9,2550,0,1905,47.6092,-122.294
730000,4,2.5,2750,10351,2,0,0,3,10,2750,0,1998,47.5894,-121.98
1.06E+06,4,2,2290,11137,1,0,0,4,8,2290,0,1955,47.5887,-122.201
1.62E+06,4,2.25,2350,17709,2,0,0,4,9,2350,0,1977,47.6232,-122.236
664000,2,1.75,1720,5785,1,0,0,3,6,860,860,1948,47.5554,-122.274
454450,4,3,2810,6000,2,0,0,3,9,2810,0,2007,47.3689,-122.057
341000,3,1,940,4200,1,0,0,3,7,940,0,1955,47.6878,-122.35
276693,4,1,1190,8875,1.5,0,0,4,7,1190,0,1946,47.7487,-122.303
185000,2,1,1390,11340,1,0,0,4,7,1390,0,1969,47.4969,-122.3
160000,2,2.5,1660,2258,2,0,0,3,7,1660,0,1981,47.3793,-122.146
270000,4,2.5,1920,8497,2,0,0,3,8,1920,0,1998,47.2608,-122.209
300000,4,1.5,1460,8760,1,0,0,3,7,1460,0,1958,47.4698,-122.36
264950,3,1.5,1370,10115,1,0,0,4,7,1370,0,1957,47.2027,-122
209950,2,1,1050,6250,1,0,0,4,6,840,210,1943,47.5024,-122.333
850000,3,2.5,3360,8708,2,0,0,3,9,3360,0,2006,47.7037,-122.016
645000,4,2.5,3160,11380,2,0,0,3,9,3160,0,1983,47.6318,-122.039
855000,4,2.25,2480,36974,2,0,0,4,9,2480,0,1973,47.6441,-122.154
632500,4,1.5,2720,37258,2,0,0,3,10,2720,0,1994,47.7402,-122.035
289950,3,2.5,2070,5013,2,0,0,3,8,2070,0,1987,47.3202,-122.395
850000,2,1.75,2170,25732,1,0,2,4,8,2170,0,1952,47.7542,-122.372
565000,4,2.75,3260,4900,2,0,0,3,9,3260,0,2013,47.4812,-122.123
792000,3,2.5,2250,19270,2,0,0,3,8,2250,0,1999,47.6569,-122.088
260000,3,2.25,1950,9600,1,0,0,4,7,1200,750,1987,47.2762,-122.148
585000,3,2,2220,209523,1,0,0,3,7,2220,0,1991,47.7586,-121.911
295500,3,1.75,1330,10523,1,0,0,3,7,1000,330,1981,47.4605,-122.206
329000,4,2,1190,7877,1.5,0,0,5,7,1190,0,1946,47.7538,-122.322
750000,3,1.75,2770,15232,1,0,0,3,8,1570,1200,1976,47.5706,-122.16
495000,4,2.5,2310,7555,2,0,0,3,9,2310,0,1997,47.7544,-122.303
672500,3,1.75,1580,5750,1,0,2,4,8,1330,250,1947,47.6339,-122.392
1.31E+06,5,3.25,2800,3200,1.5,0,0,5,10,1910,890,1932,47.6421,-122.35
405000,3,2.5,1500,9636,2,0,0,3,7,1500,0,1994,47.75,-122.176
620000,3,1.75,2140,5808,1,0,1,3,7,1070,1070,1947,47.6435,-122.373
615000,4,2.25,2330,7020,1,0,0,4,8,1450,880,1973,47.562,-122.139
887000,6,2.25,3830,11180,1,0,2,5,9,2440,1390,1962,47.5849,-122.113
1.06E+06,4,2.75,4510,5000,2.5,0,2,3,8,3270,1240,1941,47.6852,-122.4
753000,4,1.75,2160,39430,1,0,0,4,8,1660,500,1974,47.6378,-122.185
1.60E+06,3,2.25,3170,5000,2,0,0,5,10,2230,940,1975,47.6349,-122.318
3.71E+06,4,3.5,5550,28078,2,0,2,4,12,3350,2200,2000,47.6395,-122.234
365000,3,1.5,1520,8519,1,0,0,3,7,1520,0,1954,47.7712,-122.339
870000,4,2.75,3410,23000,2,0,0,4,10,3410,0,1982,47.5559,-122.149
321000,4,2.5,1830,9601,2,0,0,3,7,1830,0,2003,47.3541,-122.015
280000,3,2.5,1550,4486,2,0,0,3,7,1550,0,2000,47.3299,-122.269
288000,3,2.5,1520,3593,2,0,0,3,7,1520,0,2004,47.3842,-122.042
248500,3,2,1240,12285,1,0,0,3,7,620,620,1939,47.3219,-122.341
330000,4,2.5,2380,13550,2,0,0,3,7,2380,0,1999,47.4486,-122.288
740000,5,3.5,2720,11454,2,0,0,3,9,1830,890,1988,47.6466,-122.119
445000,3,2.5,2210,8010,2,0,0,3,8,2210,0,1998,47.4845,-121.775
198500,2,1,1050,9600,1,0,0,4,6,1050,0,1959,47.3274,-122.346
280000,7,2.5,1940,5458,2,0,0,3,7,1940,0,1994,47.3191,-122.177
336500,3,2.25,1420,3433,2,0,0,4,7,1420,0,1981,47.7245,-122.163
267000,3,2.5,1690,10336,2,0,0,4,7,1690,0,1989,47.311,-122.003
315000,3,1,1160,9180,1,0,0,3,7,1160,0,1968,47.7427,-122.072
545000,4,2.5,2040,7412,2,0,0,3,8,2040,0,1988,47.6347,-122.026
274950,3,1.75,1840,16679,1,0,0,3,8,1840,0,1989,47.3207,-122.275
500000,2,1,1440,7130,1,0,2,3,7,1210,230,1948,47.6778,-122.267
299000,3,1,1390,9624,1.5,0,0,4,7,1390,0,1954,47.7758,-122.301
420000,3,2.5,1470,1445,2,0,0,3,8,1160,310,2005,47.5468,-121.998
620000,3,2.5,1776,1248,3,0,0,3,8,1604,172,2006,47.6539,-122.352
575950,3,2.25,1640,12000,1,0,0,3,7,1180,460,1967,47.6252,-122.104
666500,4,2.5,2860,6600,2,0,0,3,9,2860,0,2000,47.6067,-122.017
180000,4,1.5,1740,7292,1,0,0,3,7,1020,720,1962,47.4787,-122.302
261350,3,1.75,1390,18200,1,0,0,4,7,1390,0,1962,47.3208,-122.337
1.03E+06,4,3.5,2730,5607,1,0,0,5,9,1660,1070,1948,47.6387,-122.396
390000,3,1.75,1435,8960,1,0,0,4,8,1435,0,1969,47.4525,-122.149
253500,3,1,1640,12384,1,0,0,4,7,1090,550,1954,47.3256,-122.298
625000,4,2.5,2630,48706,2,0,0,3,8,2630,0,1986,47.775,-122.125
255000,4,2.5,1580,7800,1,0,0,4,7,1580,0,1959,47.481,-122.163
257000,3,2.5,1740,3721,2,0,0,3,8,1740,0,2009,47.3363,-122.213
869000,2,1.75,1900,13122,1,1,4,3,7,1100,800,1954,47.5121,-122.248
745000,4,2.5,3130,10860,2,0,0,3,10,3130,0,1990,47.56,-122.04
1.35E+06,4,3.5,3500,9525,2,0,0,3,10,3500,0,1999,47.5641,-122.221
350000,3,1.75,2130,7500,1,0,0,4,7,1090,1040,1956,47.4593,-122.343
475000,3,2.5,950,1110,2,0,0,3,8,950,0,2003,47.6226,-122.319
540000,3,2.5,1720,11656,2,0,0,3,8,1720,0,1987,47.6791,-122.113
175000,2,1,830,2699,1,0,0,3,7,830,0,1996,47.3839,-122.038
100000,2,0.75,660,5240,1,0,0,4,4,660,0,1912,47.3881,-122.234
890000,5,1,2590,4652,2,0,0,4,8,2310,280,1907,47.6038,-122.294
280000,3,2.5,1600,4271,2,0,0,3,7,1600,0,2000,47.3303,-122.269
1.05E+06,4,4.25,4390,13833,2,0,3,3,10,3320,1070,2003,47.5566,-122.026
486000,4,2.5,3560,12047,2,0,0,3,10,3560,0,1988,47.3019,-122.341
670000,5,2.5,2860,68519,2,0,0,5,8,2860,0,1958,47.5265,-121.835
480000,3,2.5,1640,7847,2,0,0,3,8,1640,0,1987,47.5684,-122.018
440000,3,1.75,1500,6180,1,0,0,4,6,1060,440,1947,47.5689,-122.284
1.50E+06,3,3.25,3990,8505,2,0,2,3,9,2870,1120,1922,47.5744,-122.283
743700,4,2.5,2610,33206,2,0,0,3,10,2610,0,1988,47.6662,-122.057
449950,3,1.75,1470,7590,1,0,0,3,7,1470,0,1988,47.6964,-122.362
367000,2,1,700,2334,1,0,0,3,7,700,0,1945,47.701,-122.39
1.19E+06,4,3.25,3960,12895,2,0,0,3,11,3960,0,2001,47.5211,-122.151
201000,3,1,900,7576,1,0,0,4,6,900,0,1959,47.2881,-122.22
575000,3,1.75,2010,3800,2,0,0,2,7,2010,0,1922,47.6408,-122.307
295000,3,2.5,1940,10350,1,0,0,3,7,1420,520,1979,47.3385,-122.256
190000,3,1,1510,8760,1,0,0,4,6,1510,0,1946,47.3015,-122.216
742500,2,3,2020,5000,1,0,0,3,8,1350,670,1952,47.6758,-122.375
875000,6,3.5,4430,11453,2,0,0,3,9,3000,1430,2001,47.5156,-122.204
1.39E+06,4,3.5,4010,10880,2,0,3,4,11,3150,860,1990,47.5359,-122.213
600000,4,2.25,3070,8400,2,0,0,4,8,3070,0,1970,47.7316,-122.169
207000,3,1.5,1460,11100,1,0,0,3,7,1460,0,1956,47.3253,-122.298
650000,4,2.75,3260,5335,2,0,0,3,9,3260,0,2003,47.5414,-121.864
275000,2,1,830,5610,1,0,0,3,6,830,0,1922,47.5674,-122.367
1.20E+06,4,2.5,2390,4200,2,0,0,3,9,2150,240,1924,47.6272,-122.318
262500,3,2,1130,7200,1,0,0,4,6,1130,0,1944,47.4779,-122.342
399000,2,1,1120,8661,1,0,0,3,7,1120,0,1946,47.7034,-122.307
139000,4,1.5,1410,10648,1,0,0,4,7,1410,0,1966,47.3736,-122.188
575000,3,2.5,1750,4797,2,0,0,4,7,1750,0,1991,47.6954,-122.199
580000,2,1,1040,3200,1,0,0,3,7,1040,0,1926,47.6558,-122.334
468000,3,2.25,1630,2490,2,0,0,3,7,1630,0,2004,47.6807,-122.031
230000,3,1,1380,10112,1,0,0,4,7,940,440,1963,47.3196,-122.351
675000,4,4,3680,18804,2,0,0,3,10,3680,0,1990,47.6193,-122.014
318000,3,1,1250,20040,1,0,0,3,7,1250,0,1970,47.7514,-122.108
332100,5,3.5,2660,6978,2,0,0,3,8,1980,680,1996,47.2631,-122.212
175000,2,1,620,6600,1,0,0,3,6,620,0,1963,47.4862,-122.33
817000,4,2.25,2600,10660,2,0,0,4,8,2600,0,1979,47.5533,-122.156
1.20E+06,4,3,2150,8119,2,0,0,3,8,2150,0,1953,47.6335,-122.236
525000,3,1.75,1470,6550,1,0,2,3,7,1070,400,1916,47.5463,-122.381
189000,3,1,1380,7282,1.5,0,0,5,6,1380,0,1915,47.3006,-122.223
629950,3,2.5,1680,1683,2,0,0,3,9,1120,560,2014,47.6425,-122.374
641500,1,1,1000,9084,1,1,3,3,7,1000,0,1950,47.5007,-122.382
490000,3,2.25,1630,7573,1,0,2,3,7,1230,400,1983,47.7273,-122.211
415000,3,1.75,1790,15142,1,0,0,3,7,1360,430,1976,47.7362,-122.172
250000,2,1,890,6380,1,0,0,3,6,890,0,1951,47.691,-122.303
781000,3,1.5,1290,8175,1,0,0,4,7,820,470,1952,47.6296,-122.205
400000,4,2.25,2420,7927,1,0,0,4,7,1400,1020,1973,47.7583,-122.343
935000,4,3,3680,7105,2,0,2,3,10,2890,790,2008,47.6956,-122.311
575000,4,2.5,3020,17810,1,0,0,3,9,1600,1420,1979,47.7735,-122.281
1.66E+06,4,3.25,4240,11189,2,0,2,3,10,4240,0,2006,47.6526,-122.191
302300,5,2.75,3130,9450,1,0,0,4,8,1580,1550,1973,47.3099,-122.384
355000,2,1,900,6656,1,0,0,3,7,900,0,1940,47.5467,-122.377
1.54E+06,3,2.25,2880,7599,1,0,2,3,9,1710,1170,1958,47.6938,-122.215
926250,4,1.75,2390,17717,1,0,0,4,8,2390,0,1964,47.5755,-122.218
300000,3,1.75,1450,7620,1,0,0,4,7,1050,400,1955,47.4569,-122.354
361500,3,1.75,1070,9000,1,0,0,4,7,1070,0,1978,47.6984,-122.132
616000,3,1.5,1740,9840,1,0,0,4,8,1740,0,1963,47.5748,-122.237
395000,2,1.75,1210,1161,2,0,0,3,8,1210,0,2014,47.5513,-121.998
245000,3,1.5,2100,10000,1,0,0,4,7,2100,0,1954,47.4222,-122.331
206000,3,1,1060,9600,1,0,0,4,6,1060,0,1962,47.2878,-122.358
706000,4,2.5,3280,16575,1,0,0,3,9,2190,1090,1972,47.426,-122.285
578000,3,1.5,1660,6000,1.5,0,0,3,7,1660,0,1937,47.6409,-122.401
341950,5,3,3070,5252,2,0,0,3,8,3070,0,2005,47.3666,-122.128
305000,3,1,1150,9048,1,0,0,2,7,1150,0,1922,47.6755,-122.177
575000,3,2.75,1710,3600,1,0,0,3,7,1590,120,1909,47.642,-122.36
330000,3,1,1180,43124,1,0,0,4,6,1180,0,1959,47.5278,-122.063
445000,4,2.25,2130,7200,2,0,0,3,7,2130,0,1972,47.7152,-122.168
333000,3,1,1050,7560,1,0,0,3,7,1050,0,1951,47.525,-122.371
598500,4,2.5,2520,3980,2,0,0,3,8,2520,0,2005,47.5401,-122.07
225000,2,1,700,6000,1,0,0,3,6,700,0,1943,47.4671,-122.212
570000,4,2.5,2640,4200,2,0,0,3,8,2640,0,1998,47.6038,-122.02
630000,5,2,2330,6783,1,0,0,3,7,1310,1020,1956,47.6955,-122.295
779000,5,2.25,2830,7738,2,0,0,4,8,2830,0,1977,47.5582,-122.136
760000,4,3.5,3720,13591,2,0,3,3,10,3720,0,2004,47.536,-121.858
322968,5,1.75,1890,9600,1,0,0,4,7,1890,0,1960,47.7391,-122.241
595000,4,2.5,2910,7287,2,0,0,3,8,2910,0,1998,47.5354,-121.869
321000,4,1,1300,18836,1,0,0,4,7,1300,0,1941,47.5029,-122.188
653000,3,2.25,2770,57745,2,0,0,3,8,2770,0,1985,47.775,-122.124
750000,4,1.75,2520,21834,1,1,4,3,8,1420,1100,1960,47.4996,-122.378
530000,3,1,1340,4284,1,0,0,3,7,1080,260,1910,47.6633,-122.324
352750,2,1.75,1060,1241,2,0,0,3,7,960,100,2008,47.5999,-122.3
424950,4,2.5,2480,8563,2,0,0,3,8,2480,0,1992,47.381,-122.033
427000,5,2.75,2220,4000,1,0,0,3,7,1230,990,1973,47.5754,-122.305
558000,4,2.5,3220,5120,2,0,0,3,9,2420,800,2000,47.5434,-122.27
438200,2,2,1600,5643,1,0,0,3,7,1600,0,1954,47.6968,-122.279
340000,1,1,640,4800,1,0,0,3,6,640,0,1918,47.5551,-122.382
830005,4,3.75,3610,7904,3,0,0,3,11,3290,320,1994,47.6992,-122.385
548000,4,3.25,3420,5012,2,0,0,3,10,2330,1090,2008,47.732,-121.982
